,EID,confidence,countryCode,focus,lat,lon,name,population
0,2-s2.0-84961218376,,LV,major,57.0,25.0,Republic of Latvia,2217969
1,2-s2.0-84961218376,,NE,major,18.0,9.0,Republic of Niger,15878271
0,2-s2.0-71649104785,,,,,,,
0,2-s2.0-77949689699,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-77949689699,,GH,major,8.1,-1.2,Republic of Ghana,24339838
0,2-s2.0-23944501059,,,,,,,
0,2-s2.0-0031711986,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-0031711986,,ZA,minor,-29.0,24.0,Republic of South Africa,49000000
2,2-s2.0-0031711986,,MG,major,-20.0,47.0,Republic of Madagascar,21281844
3,2-s2.0-0031711986,,MG,major,-20.0,47.0,Republic of Madagascar,21281844
4,2-s2.0-0031711986,,AU,minor,-28.96667,114.61667,African Reef,0
0,2-s2.0-85003451730,,MQ,major,14.66667,-61.0,Martinique,432900
1,2-s2.0-85003451730,,,minor,16.18333,-61.66667,French West Indies,850000
0,2-s2.0-84975745585,,,,,,,
0,2-s2.0-84955584095,,,,,,,
0,2-s2.0-84926653130,,,,,,,
1,2-s2.0-33847167409,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-33847167409,,US,minor,39.25024,-111.75103,Utah,2427340.0
0,2-s2.0-33646140292,,,,,,,
0,2-s2.0-0000497210,,,,,,,
0,2-s2.0-85031810764,,,,,,,
0,2-s2.0-85008517728,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85008517728,,US,minor,37.13054,-113.50829,Washington,24299
0,2-s2.0-84905748908,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-84877830304,,,,,,,
0,2-s2.0-78249286847,,NZ,major,-42.0,174.0,New Zealand,4252277
1,2-s2.0-78249286847,,NZ,major,-42.0,174.0,New Zealand,4252277
2,2-s2.0-78249286847,,NZ,major,-42.0,174.0,New Zealand,4252277
3,2-s2.0-78249286847,,NZ,major,-42.0,174.0,New Zealand,4252277
4,2-s2.0-78249286847,,US,minor,36.38078,-119.6643,Lucerne,3443
0,2-s2.0-44449153624,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-44449153624,,US,minor,37.13054,-113.50829,Washington,24299
1,2-s2.0-0038025682,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0038025682,,US,minor,47.50012,-120.50147,Washington,6271775.0
1,2-s2.0-0036481988,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0036481988,,US,minor,36.38078,-119.6643,Lucerne,3443.0
4,2-s2.0-57749196809,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-57749196809,,NZ,major,-42.0,174.0,New Zealand,4252277.0
1,2-s2.0-57749196809,,NZ,major,-42.0,174.0,New Zealand,4252277.0
2,2-s2.0-57749196809,,US,minor,36.38078,-119.6643,Lucerne,3443.0
3,2-s2.0-57749196809,,US,minor,36.38078,-119.6643,Lucerne,3443.0
2,2-s2.0-85020896970,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85020896970,,US,minor,44.25029,-85.50033,Michigan,9883360.0
1,2-s2.0-85020896970,,US,minor,40.27245,-76.90567,Pennsylvania,12440621.0
2,2-s2.0-84936992078,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84936992078,,US,minor,42.00027,-93.50049,Iowa,2955010.0
1,2-s2.0-84936992078,,US,minor,42.00027,-93.50049,Iowa,2955010.0
1,2-s2.0-84906941114,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84906941114,,US,minor,41.85003,-87.65005,Chicago,2720546.0
0,2-s2.0-46849113022,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-85032705985,,,,,,,
0,2-s2.0-85013119731,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-85013119731,,,minor,46.07323,-100.54688,North America,0
2,2-s2.0-85013119731,,,minor,46.07323,-100.54688,North America,0
3,2-s2.0-85013119731,,,minor,48.69096,9.14062,Europe,0
4,2-s2.0-85013119731,,CA,minor,60.10867,-113.64258,Canada,33679000
5,2-s2.0-85013119731,,US,major,39.76,-98.5,United States,310232863
6,2-s2.0-85013119731,,US,minor,41.33888,-93.55855,North American Trailer Park,0
0,2-s2.0-85019188761,,,,,,,
0,2-s2.0-84994627137,,,,,,,
0,2-s2.0-84987605302,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-84987605302,,CA,minor,43.70011,-79.4163,Toronto,2600000
0,2-s2.0-84988411400,,,,,,,
0,2-s2.0-85008213607,,,,,,,
0,2-s2.0-84964875146,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84964875146,,CA,major,60.10867,-113.64258,Canada,33679000
0,2-s2.0-84959313510,,,,,,,
1,2-s2.0-84951568322,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-84951568322,,CA,minor,52.28333,-117.469,Alberta,3497881.0
1,2-s2.0-84939465896,,NG,major,10.0,8.0,Federal Republic of Nigeria,154000000.0
0,2-s2.0-84939465896,,NG,minor,11.77232,8.42631,Kura,9537.0
2,2-s2.0-84942920158,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84942920158,,US,minor,37.25022,-119.75126,California,37691912.0
1,2-s2.0-84942920158,,US,minor,39.25024,-111.75103,Utah,2427340.0
0,2-s2.0-84944326874,,,,,,,
0,2-s2.0-84928664579,,,,,,,
0,2-s2.0-84930649377,,,,,,,
0,2-s2.0-84925861830,,,,,,,
0,2-s2.0-84929511587,,,,,,,
0,2-s2.0-84925505951,,,,,,,
0,2-s2.0-84899945713,,,,,,,
0,2-s2.0-84901658271,,,,,,,
0,2-s2.0-84905666620,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84905666620,,CA,major,60.10867,-113.64258,Canada,33679000
0,2-s2.0-84897941825,,,,,,,
0,2-s2.0-84897938035,,,,,,,
0,2-s2.0-84889957105,,,,,,,
0,2-s2.0-84891121765,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84891121765,,US,major,39.76,-98.5,United States,310232863
2,2-s2.0-84891121765,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-84887146123,,,,,,,
0,2-s2.0-84880931499,,,,,,,
0,2-s2.0-84878876042,,,,,,,
0,2-s2.0-84876224481,,,,,,,
0,2-s2.0-84876272012,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-84876272012,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84870713947,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-84870713947,,CA,minor,45.00015,-62.99865,Nova Scotia,935573.0
0,2-s2.0-84857652083,,,,,,,
0,2-s2.0-84859714323,,,,,,,
0,2-s2.0-84856836756,,,,,,,
0,2-s2.0-80053182784,,,,,,,
0,2-s2.0-80051728760,,,,,,,
0,2-s2.0-80051708710,,,,,,,
0,2-s2.0-80051779633,,,,,,,
4,2-s2.0-79955490224,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-79955490224,,US,minor,44.5002,-114.25118,Idaho,1416564.0
1,2-s2.0-79955490224,,US,minor,39.25024,-111.75103,Utah,2427340.0
2,2-s2.0-79955490224,,US,minor,39.00027,-105.50083,Colorado,4678630.0
3,2-s2.0-79955490224,,US,minor,46.26703,-119.16453,Pacific Northwest Region - 2-digit Hydrologic Unit Code - 17,0.0
0,2-s2.0-78650870196,,,,,,,
0,2-s2.0-80054687889,,,,,,,
0,2-s2.0-78650891572,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-78650891572,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-85020592901,,,,,,,
2,2-s2.0-77956164913,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-77956164913,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-77956164913,,US,minor,47.00025,-109.75102,Montana,930698.0
0,2-s2.0-79959712591,,,,,,,
0,2-s2.0-77952296045,,,,,,,
0,2-s2.0-76649089654,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-76649089654,,US,major,39.76,-98.5,United States,310232863
2,2-s2.0-76649089654,,CA,minor,60.10867,-113.64258,Canada,33679000
0,2-s2.0-70749148053,,,,,,,
0,2-s2.0-69649092224,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-69649092224,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-64849107480,,,,,,,
0,2-s2.0-60749108571,,,,,,,
0,2-s2.0-55649119397,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-55649119397,,US,minor,69.20222,-143.80167,Brooks Range,0
0,2-s2.0-69249105276,,,,,,,
0,2-s2.0-46749101496,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-46749101496,,US,major,39.76,-98.5,United States,310232863
2,2-s2.0-46749101496,,US,minor,42.00027,-93.50049,Iowa,2955010
3,2-s2.0-46749101496,,US,minor,40.25034,-83.00018,Ohio,11467123
4,2-s2.0-46749101496,,US,minor,42.03471,-93.61994,Ames,65060
5,2-s2.0-46749101496,,US,minor,40.80517,-81.93646,Wooster,26749
6,2-s2.0-46749101496,,US,minor,42.22416,-91.87434,Urbana,1459
7,2-s2.0-46749101496,,US,minor,42.22416,-91.87434,Urbana,1459
8,2-s2.0-46749101496,,US,minor,42.22416,-91.87434,Urbana,1459
0,2-s2.0-50849137159,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-70350070012,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-70350070012,,US,minor,45.50032,-69.24977,Maine,1325518.0
0,2-s2.0-46849110577,,US,minor,39.76,-98.5,United States,310232863
1,2-s2.0-46849110577,,US,minor,39.76,-98.5,United States,310232863
2,2-s2.0-46849110577,,US,minor,39.76,-98.5,United States,310232863
3,2-s2.0-46849110577,,CA,major,60.10867,-113.64258,Canada,33679000
4,2-s2.0-46849110577,,CA,minor,55.00019,-97.00049,Manitoba,1193566
5,2-s2.0-46849110577,,CA,minor,55.00019,-97.00049,Manitoba,1193566
6,2-s2.0-46849110577,,CA,minor,55.00019,-97.00049,Manitoba,1193566
0,2-s2.0-46849085579,,,,,,,
0,2-s2.0-46849088367,,,,,,,
1,2-s2.0-34548152743,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-34548152743,,US,minor,39.25024,-111.75103,Utah,2427340.0
2,2-s2.0-33845506440,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-33845506440,,US,minor,42.00027,-93.50049,Iowa,2955010.0
1,2-s2.0-33845506440,,US,minor,42.03471,-93.61994,Ames,65060.0
0,2-s2.0-33644624829,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-33644624829,,US,minor,42.00027,-93.50049,Iowa,2955010
2,2-s2.0-33644624829,,US,minor,42.03471,-93.61994,Ames,65060
0,2-s2.0-33747385385,,,,,,,
0,2-s2.0-23844479307,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-23844479307,,US,minor,44.00013,-120.50139,Oregon,3642919
0,2-s2.0-23844452774,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-17644394970,,,,,,,
0,2-s2.0-12944317097,,,,,,,
0,2-s2.0-4544348577,,,,,,,
0,2-s2.0-2142820859,,,,,,,
0,2-s2.0-11344250228,,,,,,,
0,2-s2.0-4143135380,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-1042302471,,,,,,,
2,2-s2.0-2942735331,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-2942735331,,US,minor,36.38078,-119.6643,Lucerne,3443.0
1,2-s2.0-2942735331,,US,minor,36.38078,-119.6643,Lucerne,3443.0
0,2-s2.0-0038266860,,,,,,,
0,2-s2.0-1542319990,,,minor,48.69096,9.14062,Europe,0
1,2-s2.0-1542319990,,,minor,46.07323,-100.54688,North America,0
2,2-s2.0-1542319990,,JP,minor,35.68536,139.75309,Japan,127288000
3,2-s2.0-1542319990,,CA,major,60.10867,-113.64258,Canada,33679000
4,2-s2.0-1542319990,,CA,major,60.10867,-113.64258,Canada,33679000
3,2-s2.0-0036299669,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0036299669,,CA,minor,45.00015,-62.99865,Nova Scotia,935573.0
1,2-s2.0-0036299669,,US,minor,40.68149,-73.83652,Queens,2272771.0
2,2-s2.0-0036299669,,US,minor,40.68149,-73.83652,Queens,2272771.0
0,2-s2.0-0035034747,,,,,,,
0,2-s2.0-0000537683,,,,,,,
0,2-s2.0-0033786349,,,,,,,
0,2-s2.0-0033826126,,,,,,,
0,2-s2.0-0033387556,,,,,,,
0,2-s2.0-0344528657,,,,,,,
0,2-s2.0-0032962658,,,,,,,
0,2-s2.0-0030754441,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-0030754441,,CA,major,60.10867,-113.64258,Canada,33679000
2,2-s2.0-0030754441,,CA,major,60.10867,-113.64258,Canada,33679000
3,2-s2.0-0030754441,,CA,minor,52.28333,-117.469,Alberta,3497881
0,2-s2.0-0030609666,,,,,,,
0,2-s2.0-0031419584,,,,,,,
0,2-s2.0-0030973830,,,,,,,
0,2-s2.0-0030319216,,,,,,,
1,2-s2.0-0030428104,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0030428104,,US,minor,25.86898,-80.21699,Pinewood,16520.0
0,2-s2.0-21844521296,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-21844521296,,CA,major,60.10867,-113.64258,Canada,33679000
2,2-s2.0-21844521296,,CA,minor,49.69999,-112.81856,Lethbridge,70617
0,2-s2.0-0027794541,,RU,major,60.0,100.0,Russian Federation,140702000
1,2-s2.0-0027134098,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0027134098,,CA,minor,52.28333,-117.469,Alberta,3497881.0
2,2-s2.0-0343654596,,GH,major,8.1,-1.2,Republic of Ghana,24339838.0
0,2-s2.0-0343654596,,CA,major,60.10867,-113.64258,Canada,33679000.0
1,2-s2.0-0343654596,,GH,minor,5.92793,-1.03889,Jedem,0.0
1,2-s2.0-84971851165,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-84971851165,,CA,minor,52.28333,-117.469,Alberta,3497881.0
2,2-s2.0-0342831746,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0342831746,,CA,minor,52.28333,-117.469,Alberta,3497881.0
1,2-s2.0-0342831746,,CA,minor,56.23715,-117.29176,Peace River,5340.0
2,2-s2.0-0023510643,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-0023510643,,CA,minor,52.28333,-117.469,Alberta,3497881.0
1,2-s2.0-0023510643,,CA,minor,49.69999,-112.81856,Lethbridge,70617.0
0,2-s2.0-9444253253,,,,,,,
0,2-s2.0-0002377455,,,,,,,
0,2-s2.0-84951580056,,,,,,,
0,2-s2.0-32144433404,,CA,major,60.10867,-113.64258,Canada,33679000
1,2-s2.0-32144433404,,CA,minor,52.28333,-117.469,Alberta,3497881
2,2-s2.0-32144433404,,CA,minor,53.99983,-125.0032,British Columbia,4413973
1,2-s2.0-84990806109,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84990806109,,US,minor,36.38078,-119.6643,Lucerne,3443.0
1,2-s2.0-32744474937,,CA,major,60.10867,-113.64258,Canada,33679000.0
0,2-s2.0-32744474937,,CA,minor,52.28333,-117.469,Alberta,3497881.0
0,2-s2.0-85032656291,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85032656291,,US,minor,35.75035,-86.25027,Tennessee,5935099
2,2-s2.0-85032656291,,US,minor,35.75035,-86.25027,Tennessee,5935099
3,2-s2.0-85032656291,,US,minor,36.16284,-85.50164,Cookeville,32113
0,2-s2.0-85016423943,,,,,,,
2,2-s2.0-85024108590,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85024108590,,US,minor,41.75038,-71.49978,Rhode Island,1050292.0
1,2-s2.0-85024108590,,US,minor,41.75038,-71.49978,Rhode Island,1050292.0
0,2-s2.0-84962108480,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-84962108480,,US,minor,28.75054,-82.5001,Florida,17671452
2,2-s2.0-84962108480,,US,minor,30.58714,-84.58325,Quincy,7830
0,2-s2.0-84951809654,,GE,major,41.99998,43.4999,Georgia,4630000
1,2-s2.0-84951809654,,GE,major,41.99998,43.4999,Georgia,4630000
1,2-s2.0-84891127867,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-84891127867,,US,minor,35.50069,-80.00032,North Carolina,8611367.0
0,2-s2.0-29144535390,,,,,,,
0,2-s2.0-3142533147,,,,,,,
0,2-s2.0-1342311303,,,,,,,
0,2-s2.0-24344445952,,,,,,,
1,2-s2.0-0022206360,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-0022206360,,US,minor,43.00035,-75.4999,New York,19274244.0
0,2-s2.0-0021026431,,,,,,,
0,2-s2.0-85010693185,,,,,,,
0,2-s2.0-85042061586,,,,,,,
3,2-s2.0-85042847699,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85042847699,,US,minor,47.50012,-120.50147,Washington,6271775.0
1,2-s2.0-85042847699,,US,minor,47.50012,-120.50147,Washington,6271775.0
2,2-s2.0-85042847699,,US,minor,47.50012,-120.50147,Washington,6271775.0
2,2-s2.0-85038228510,,US,major,39.76,-98.5,United States,310232863.0
3,2-s2.0-85038228510,,ID,major,-5.0,120.0,Republic of Indonesia,242968342.0
0,2-s2.0-85038228510,,ID,minor,-8.1325,113.8073,Kalisat,0.0
1,2-s2.0-85038228510,,US,minor,36.44122,-81.08161,Blue Ridge Parkway Milepost 234 ca. 886 m,0.0
0,2-s2.0-85042323006,,AR,major,-34.0,-64.0,Argentine Republic,41343201
1,2-s2.0-85042323006,,AR,minor,-31.73197,-60.5238,Paraná,262295
1,2-s2.0-85031995369,,IT,major,42.83333,12.83333,Repubblica Italiana,60340328.0
0,2-s2.0-85031995369,,IT,minor,43.08611,12.48106,Via Lippia,1521.0
0,2-s2.0-85026510019,,,,,,,
5,2-s2.0-85043274652,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85043274652,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-85043274652,,,minor,48.69096,9.14062,Europe,0.0
2,2-s2.0-85043274652,,,minor,7.1881,21.09375,Africa,1031833000.0
3,2-s2.0-85043274652,,US,minor,37.25022,-119.75126,California,37691912.0
4,2-s2.0-85043274652,,US,minor,37.25022,-119.75126,California,37691912.0
0,2-s2.0-85019565386,,,minor,29.84064,89.29688,Asia,3812366000
1,2-s2.0-85019565386,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
2,2-s2.0-85019565386,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791
0,2-s2.0-85040745317,,,,,,,
0,2-s2.0-85018326349,,,,,,,
0,2-s2.0-85017421602,,,,,,,
0,2-s2.0-85039909281,,JP,major,35.68536,139.75309,Japan,127288000
1,2-s2.0-85040331914,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85040331914,,US,minor,28.75054,-82.5001,Florida,17671452.0
1,2-s2.0-85043685940,,PK,major,30.0,70.0,Islamic Republic of Pakistan,184404791.0
0,2-s2.0-85043685940,,PK,minor,32.93286,72.85394,Chakwal,101200.0
0,2-s2.0-85043988590,,,,,,,
1,2-s2.0-85032978358,,NI,major,13.0,-85.0,Republic of Nicaragua,5995928.0
0,2-s2.0-85032978358,,NI,minor,12.73143,-86.12402,Ciudad Darío,13318.0
0,2-s2.0-85040376004,,,,,,,
0,2-s2.0-85039705325,,,,,,,
0,2-s2.0-85032016580,,,,,,,
0,2-s2.0-85037641442,,,,,,,
0,2-s2.0-85028052126,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85028052126,,US,minor,42.12837,-86.42836,Southwest Michigan Regional Airport,0
0,2-s2.0-85037820478,,,minor,7.1881,21.09375,Africa,1031833000
1,2-s2.0-85037820478,,,minor,48.69096,9.14062,Europe,0
2,2-s2.0-85037820478,,US,major,39.76,-98.5,United States,310232863
3,2-s2.0-85037820478,,US,major,39.76,-98.5,United States,310232863
4,2-s2.0-85037820478,,IL,major,31.5,34.75,State of Israel,7353985
5,2-s2.0-85037820478,,IL,major,31.5,34.75,State of Israel,7353985
6,2-s2.0-85037820478,,IL,major,31.5,34.75,State of Israel,7353985
7,2-s2.0-85037820478,,US,minor,38.482,-90.74152,Pacific,7161
8,2-s2.0-85037820478,,AU,minor,-13.23786,131.1056,Adelaide River,435
0,2-s2.0-85039561856,,CN,major,35.0,105.0,People’s Republic of China,1330044000
5,2-s2.0-85033774655,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85033774655,,US,minor,38.50029,-98.50063,Kansas,2740759.0
1,2-s2.0-85033774655,,US,minor,38.50029,-98.50063,Kansas,2740759.0
2,2-s2.0-85033774655,,US,minor,38.50029,-98.50063,Kansas,2740759.0
3,2-s2.0-85033774655,,US,minor,47.50027,-100.00068,North Dakota,630529.0
4,2-s2.0-85033774655,,US,minor,47.50027,-100.00068,North Dakota,630529.0
1,2-s2.0-85037051658,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85037051658,,US,minor,43.00035,-75.4999,New York,19274244.0
0,2-s2.0-85031415136,,,,,,,
0,2-s2.0-85040992213,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
1,2-s2.0-85040992213,,BR,major,-10.0,-55.0,Federative Republic of Brazil,201103330
2,2-s2.0-85040992213,,BR,minor,-31.77194,-52.3425,Pelotas,320674
3,2-s2.0-85040992213,,BR,minor,-32.035,-52.09861,Rio Grande,187838
0,2-s2.0-85038941537,,,,,,,
0,2-s2.0-85030659419,,,,,,,
0,2-s2.0-85033771617,,,,,,,
6,2-s2.0-85029509831,,IQ,major,33.0,44.0,Republic of Iraq,29671605.0
0,2-s2.0-85029509831,,US,minor,40.68149,-73.83652,Queens,2272771.0
1,2-s2.0-85029509831,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
2,2-s2.0-85029509831,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
3,2-s2.0-85029509831,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
4,2-s2.0-85029509831,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
5,2-s2.0-85029509831,,IQ,minor,31.0381,47.29445,‘Aslān,0.0
0,2-s2.0-85027512336,,,,,,,
0,2-s2.0-85030838044,,CN,major,35.0,105.0,People’s Republic of China,1330044000
2,2-s2.0-85029021499,,AQ,major,-82.67628,8.78906,Antarctica,0.0
0,2-s2.0-85029021499,,,minor,46.07323,-100.54688,North America,0.0
1,2-s2.0-85029021499,,AQ,minor,-77.6,161.08333,Linnaeus Terrace,0.0
0,2-s2.0-85030239264,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
1,2-s2.0-85030239264,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
2,2-s2.0-85030239264,,AU,major,-25.0,135.0,Commonwealth of Australia,21515754
3,2-s2.0-85030239264,,ZA,minor,-29.0,24.0,Republic of South Africa,49000000
0,2-s2.0-85019570257,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85019570257,,US,minor,40.00032,-86.25027,Indiana,6265933
2,2-s2.0-85019570257,,US,minor,40.00032,-86.25027,Indiana,6265933
3,2-s2.0-85019570257,,US,minor,40.00032,-86.25027,Indiana,6265933
1,2-s2.0-85031773142,,CR,major,10.0,-84.0,Republic of Costa Rica,4516220.0
0,2-s2.0-85031773142,,CR,minor,9.99074,-83.03596,Limón,63081.0
3,2-s2.0-85028772982,,TZ,major,-6.0,35.0,United Republic of Tanzania,41892895.0
0,2-s2.0-85028772982,,TZ,minor,-6.16394,39.19793,Zanzibar,403658.0
1,2-s2.0-85028772982,,TZ,minor,-6.16394,39.19793,Zanzibar,403658.0
2,2-s2.0-85028772982,,,minor,-10.0,70.0,Indian Ocean,0.0
0,2-s2.0-85021755834,,,,,,,
0,2-s2.0-85028975786,,,,,,,
0,2-s2.0-85031102673,,DZ,major,28.0,3.0,People’s Democratic Republic of Algeria,34586184
0,2-s2.0-85021879015,,,,,,,
0,2-s2.0-85019112519,,TR,major,39.0,35.0,Republic of Turkey,77804122
0,2-s2.0-85026733228,,,minor,46.07323,-100.54688,North America,0
1,2-s2.0-85026733228,,,minor,48.69096,9.14062,Europe,0
2,2-s2.0-85026733228,,CA,major,60.10867,-113.64258,Canada,33679000
0,2-s2.0-85029895660,,,minor,48.69096,9.14062,Europe,0
1,2-s2.0-85029895660,,,minor,48.69096,9.14062,Europe,0
2,2-s2.0-85029895660,,,minor,29.84064,89.29688,Asia,3812366000
3,2-s2.0-85029895660,,FR,minor,46.0,2.0,Republic of France,64768389
4,2-s2.0-85029895660,,FR,minor,46.0,2.0,Republic of France,64768389
5,2-s2.0-85029895660,,CN,minor,35.0,105.0,People’s Republic of China,1330044000
6,2-s2.0-85029895660,,GB,major,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,62348447
7,2-s2.0-85029895660,,GB,minor,51.83333,-2.16667,Gloucestershire,623129
8,2-s2.0-85029895660,,GB,minor,51.83333,-2.16667,Gloucestershire,623129
9,2-s2.0-85029895660,,GB,minor,51.08333,-3.0,Somerset,549447
10,2-s2.0-85029895660,,GB,minor,51.08333,-3.0,Somerset,549447
11,2-s2.0-85029895660,,US,minor,40.68149,-73.83652,Queens,2272771
12,2-s2.0-85029895660,,US,minor,40.68149,-73.83652,Queens,2272771
0,2-s2.0-85021657043,,TH,major,15.5,101.0,Kingdom of Thailand,67089500
1,2-s2.0-85021657043,,TH,minor,18.75,99.0,Chiang Mai Province,1763560
2,2-s2.0-85021657043,,TH,minor,18.14589,100.14103,Phrae,38538
0,2-s2.0-85013414020,,,,,,,
0,2-s2.0-85022154665,,,,,,,
0,2-s2.0-85028540845,,,,,,,
0,2-s2.0-85014026995,,,,,,,
0,2-s2.0-85018309236,,,,,,,
0,2-s2.0-85026312620,,,,,,,
0,2-s2.0-85027458673,,,,,,,
0,2-s2.0-85027551308,,DE,major,51.5,10.5,Federal Republic of Germany,81802257
0,2-s2.0-85032255090,,IL,minor,31.5,34.75,State of Israel,7353985
1,2-s2.0-85032255090,,CL,major,-30.0,-71.0,Republic of Chile,16746491
2,2-s2.0-85032255090,,CL,minor,-38.5,-72.0,Región de la Araucanía,889942
0,2-s2.0-85021196312,,,minor,48.69096,9.14062,Europe,0
1,2-s2.0-85021196312,,US,major,39.76,-98.5,United States,310232863
0,2-s2.0-85020872945,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85020872945,,US,minor,47.50027,-100.00068,North Dakota,630529
1,2-s2.0-85020944777,,US,major,39.76,-98.5,United States,310232863.0
0,2-s2.0-85020944777,,US,minor,37.25022,-119.75126,California,37691912.0
0,2-s2.0-85021257900,,,,,,,
0,2-s2.0-85018367360,,CA,major,60.10867,-113.64258,Canada,33679000
0,2-s2.0-85021633649,,,,,,,
0,2-s2.0-85029668302,,US,major,39.76,-98.5,United States,310232863
1,2-s2.0-85029668302,,US,minor,37.25022,-119.75126,California,37691912
3,2-s2.0-85025090540,,FR,major,46.0,2.0,Republic of France,64768389.0
